Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer Science_Artificial_Intelligence;Computer Science_Information_Systems;Computer Science_Interdisciplinary_Applications;Computer Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted net national income (current US$);Adjusted savings_education expenditure (% of GNI);Adjusted savings_education expenditure (current US$);Age dependency ratio (% of working-age population);Age dependency ratio, old (% of working-age population);Age dependency ratio, young (% of working-age population);Agricultural machinery, tractors per 100 sq. km of arable land;Exports of goods and services (% of GDP);External balance on goods and services (% of GDP);Final consumption expenditure (% of GDP);Fixed telephone subscriptions (per 100 people);Foreign direct investment, net inflows (% of GDP);Foreign direct investment, net inflows (BoP, current US$);Foreign direct investment, net outflows (% of GDP);Foreign direct investment, net outflows (BoP, current US$);GDP (constant 2010 US$);GDP per capita (constant 2010 US$);General government final consumption expenditure (% of GDP);GNI (current LCU);GNI per capita (current LCU);Gross capital formation (% of GDP);Gross fixed capital formation (% of GDP);Gross national expenditure (% of GDP);Imports of goods and services (% of GDP);Inflation, GDP deflator (annual %);Lower secondary school starting age (years);Merchandise exports by the reporting economy (current US$);Merchandise exports to high-income economies (% of total merchandise exports);Merchandise imports by the reporting economy (current US$);Merchandise imports from high-income economies (% of total merchandise imports);Merchandise trade (% of GDP);Population, total;Preprimary education, duration (years);Primary education, duration (years);Primary school starting age (years);Real effective exchange rate index (2010 = 100);Secondary education, duration (years);Trade (% of GDP);Urban population (% of total population);AI_publications;AI_patents
1993;Austria;73;9;7;14;0;0;0;0;6;8;10;20;27;20;47;64;14;68;59;90;1,6E+11;4,7;8977000000;48,35711173;22,56660335;25,79050838;2415,89852;31,46389801;-0,33725447;75,32408667;45,36063089;0,590980049;1125106168;0,590980049;1125106168;2,76E+11;34941,14386;19,30041567;1,61E+11;20412,5057;25,24619515;25,51819446;100,5702818;31,80115248;2,757084633;10;39657647367;90,85663436;48029219935;90,27755344;47,17466732;7905633;3;4;6;106,1189639;8;63,26505049;62,144;19;0
1994;Austria;45;2;5;9;1;0;0;2;0;6;6;22;40;45;45;107;13;83;68;107;1,71E+11;4,9933609;10186456236;48,85572613;22,64559734;26,21012879;2424,455376;32,15853389;-1,670025567;75,13948767;46,45404443;1,019883828;2075823025;1,019883828;2075823025;2,83E+11;35643,02815;19,44436637;1,69E+11;21322,24854;26,08212153;26,16149054;101,2216092;33,82855945;2,524942863;10;45026373051;90,03629276;55334119681;88,59531838;49,24699951;7936118;3;4;6;106,794809;8;65,98709334;61,87;18;1
1995;Austria;63;4;9;9;0;2;0;0;9;5;8;41;30;41;68;86;13;81;88;125;2,02E+11;5,1;12240000000;49,0473809;22,64008285;26,40729804;2517,807638;33,53314035;-1,190320412;74,52814767;47,51993118;0,757178434;1825089897;0,757178434;1825089897;2,9E+11;36537,99352;19,58965793;1,76E+11;22134,27865;26,76323229;25,29905795;101,29138;34,72346076;1,813918063;10;57532316889;90,18265254;66263918970;89,81921551;51,43373842;7948278;3;4;6;110,86433;8;68,2566011;61,596;20;0
1996;Austria;65;7;7;12;0;1;2;0;8;2;5;35;26;42;53;84;17;85;65;173;1,99E+11;4,9;11613000000;49,11947761;22,73367104;26,38580657;2517,730496;34,24927611;-1,585118906;75,07377526;48,6613453;1,822338447;4323515257;1,822338447;4323515257;2,97E+11;37346,00747;19,5657433;1,82E+11;22922,20258;26,33767296;25,79184454;101,4114482;35,83439501;0,986205502;10;57823787100;89,46455422;67326395762;89,75784574;53,41474951;7959017;3;4;6;108,3117993;8;70,08367112;61,32;24;1
1997;Austria;59;7;11;3;0;0;0;0;8;1;7;54;36;40;92;85;16;97;71;171;1,78E+11;5,2922698;11219611976;48,83604772;22,73903209;26,09701564;2506,223329;37,02808274;-0,811524739;74,36311676;49,41443139;1,254274219;2668974480;1,254274219;2668974480;3,03E+11;38084,7025;19,60079112;1,88E+11;23575,46855;26,21365746;25,41941195;100,5767742;37,83960748;1,266995537;10;58688271573;89,28061987;64180443484;89,06659821;58,98904764;7968041;3;4;6;103,6504173;8;74,86769022;61,045;26;0
1998;Austria;52;6;9;8;0;1;3;2;15;8;14;36;32;73;104;124;18;114;65;198;1,82E+11;5,669843857;12303561169;48,32862321;22,69928383;25,62933938;2450,14245;38,35102119;-0,225107019;73,85712949;49,84423676;2,094684079;4571855469;2,094684079;4571855469;3,14E+11;39405,41522;19,55305467;1,95E+11;24465,11999;26,1056608;25,4702182;99,96279029;38,57612821;0,441905227;10;61425725057;91,80647578;66976317170;91,71375419;61,2063862;7976789;3;4;6;103,2686212;8;76,92714939;60,768;24;0
1999;Austria;88;9;17;9;0;4;2;8;14;2;16;42;22;62;128;104;15;138;54;191;1,79E+11;5,82;12454800000;47,84382836;22,6746251;25,16920327;2394,636234;39,35703789;0,453935427;73,47553291;48,92491262;1,369564751;2974499988;1,369564751;2974499988;3,26E+11;40727,4845;19,84366687;2,01E+11;25101,67255;26,11755139;24,95924221;99,59308431;38,90310246;0,256349694;10;65954494923;92,24525206;71258348634;94,07797018;63,25552039;7992324;3;4;6;101,4741549;8;78,26014034;60,491;32;0
2000;Austria;70;7;21;9;0;9;3;0;21;6;9;64;54;57;114;139;25;111;79;200;1,63E+11;5,369668882;10470854320;47,52972806;22,70468053;24,82504753;2394,767691;43,34627395;1,332052286;73,08642509;49,5335641;4,319625509;8501013451;4,319625509;8501013451;3,36E+11;42001,21077;19,21971656;2,12E+11;26430,07622;25,92697094;25,61168088;99,01339604;42,01422167;1,364040914;10;67473834943;91,88695452;72136838252;92,57429087;71,1911369;8011566;3;4;6;98,31697752;8;85,36049562;60,213;31;0
2001;Austria;81;8;29;5;1;7;2;0;12;3;15;77;66;73;131;130;18;156;79;231;1,62E+11;5,47;10666500000;47,32555784;22,86500217;24,46055567;2410,439798;44,61755552;1,698446272;73,08732413;49,35940214;2,883092982;5689434546;2,883092982;5689434546;3,41E+11;42370,93025;18,97616815;2,18E+11;27045,70699;25,16076629;24,79662177;98,24809042;42,91910925;1,947105394;10;70744443051;90,71459287;74648864011;92,34033207;73,67262717;8042293;3;4;6;98,46197369;8;87,53666476;59,934;26;0
2002;Austria;86;7;20;8;0;10;6;3;27;7;18;118;80;48;162;155;25;138;81;224;1,76E+11;5,35;11342000000;47,27442496;23,04894996;24,225475;2408,866426;45,3193862;3,690604397;72,37860532;47,73547246;0,064836384;138346431;0,064836384;138346431;3,46E+11;42859,32994;18,83869652;2,25E+11;27891,67277;23,64265684;23,53057015;96,02126216;41,6287818;1,145595667;10;78674903066;90,33332824;78267265695;91,79739256;73,56530106;8081957;3;4;6;99,27295544;8;86,948168;59,655;33;0
2003;Austria;83;7;27;7;0;7;5;4;23;1;15;131;92;117;273;177;30;156;91;222;2,17E+11;5,27;13754700000;47,33293386;23,27027972;24,06265414;2412,469243;44,57041472;2,753447022;73,06301762;47,42013432;2,367260905;6195021861;2,367260905;6195021861;3,5E+11;43052,6026;18,97963991;2,31E+11;28477,70643;24,40874646;24,10811565;97,47176408;41,8169677;1,307552579;10;97183230388;89,87925874;99542232201;91,4800834;75,15520537;8121423;3;4;6;102,7756035;8;86,38738242;59,375;32;0
2004;Austria;75;8;33;15;0;8;6;2;13;4;15;116;113;103;261;167;20;172;85;231;2,49E+11;5,14;15420000000;47,39871392;23,54397621;23,85473771;2408,67098;46,86721497;2,942084255;72,75331376;46,5022597;1,058027579;3183649650;1,058027579;3183649650;3,59E+11;43956,5829;18,89135907;2,42E+11;29615,18685;24,06102689;23,59150835;96,81434065;43,92513072;1,73971885;10;1,18E+11;89,05135855;1,2E+11;91,35764972;79,18832072;8171966;3;4;6;103,9167588;8;90,79234569;59,094;25;0
2005;Austria;48;3;12;8;0;6;14;0;5;10;25;162;141;110;302;166;22;164;101;271;2,62E+11;5,09;16033500000;47,42539525;23,87896675;23,5464285;2401,158917;48,6197522;3,205698726;73,15600041;45,30116979;25,66539715;81096089418;25,72658528;81289428264;3,67E+11;44637,85601;19,34627342;2,54E+11;30814,56846;23,82524564;23,05211575;96,98124605;45,41405348;2,537794158;10;1,25E+11;87,33019411;1,27E+11;89,3004253;79,91438076;8227829;3;4;6;102,8715565;8;94,03380568;58,813;30;0
2006;Austria;53;15;28;11;0;10;18;4;36;11;22;151;134;130;295;199;30;225;97;229;2,81E+11;5,07;17085900000;47,60522483;24,34006764;23,26515719;;50,84166886;3,595026518;72,47354004;43,51057041;3,125149478;10500457158;4,788070596;16087848124;3,8E+11;45951,73464;19,25829027;2,68E+11;32466,03644;23,61032759;22,60075583;96,08386762;47,24664234;1,892161069;10;1,37E+11;87,25155624;1,37E+11;88,70808095;81,53695725;8268641;3;4;6;102,0056445;8;98,08831121;58,532;23;0
2007;Austria;78;6;36;20;1;10;12;0;25;6;23;58;53;91;82;211;24;297;127;246;3,24E+11;5,01;19438800000;47,75236341;24,85625937;22,89610404;;52,56086942;4,388484783;70,76053118;40,98036779;17,71734068;68865787583;20,33487162;79039906400;3,94E+11;47510,29379;18,74479207;2,84E+11;34198,31771;24,5843049;22,91702768;95,34483608;48,17238464;2,221175867;10;1,64E+11;86,27482727;1,63E+11;89,54290699;84,04018248;8295487;3;4;6;102,5791299;8;100,7332541;58,249;32;0
2008;Austria;69;15;54;22;0;16;9;1;28;19;38;61;58;98;87;211;42;299;104;276;3,62E+11;5,07;22003800000;47,87871292;25,39596648;22,48274644;;53,24886062;4,424038501;71,09740674;39,38125515;1,464380046;6301143682;6,48463732;27903023947;4E+11;48053,48236;19,27213096;2,96E+11;35596,02745;24,46746074;23,27646562;95,56486748;48,82482212;1,956322281;10;1,82E+11;84,87340242;1,85E+11;88,04005073;84,96092342;8321496;3;4;6;102,7471868;8;102,0736827;57,966;37;0
2009;Austria;94;13;34;15;2;19;22;6;10;9;28;70;59;111;68;241;36;258;113;241;3,3E+11;5,55;22200000000;48,0158431;25,91051589;22,10532721;;45,20741656;3,352602147;74,16577855;38,85263267;3,573476841;14300064389;3,88786891;15558174355;3,85E+11;46123,4911;20,68421348;2,88E+11;34508,93607;22,77532094;22,41300826;96,94109949;41,85481441;1,889264178;10;1,37E+11;85,00499434;1,43E+11;89,13115735;69,98285526;8343323;3;4;6;103,5948324;8;87,06223097;57,683;32;0
2010;Austria;58;13;45;13;1;19;6;1;17;3;50;70;81;111;93;294;37;317;150;261;3,26E+11;5,4;21330000000;48,18118727;26,37386099;21,80732628;;51,26216033;3,504524418;73,99446307;40,40452564;-5,615650034;-22007325156;-3,656006646;-14327624858;3,92E+11;46858,04327;20,49254767;2,98E+11;35675,8803;22,60784712;21,59672377;96,60231019;47,75763591;0,873054962;10;1,52E+11;84,98159823;1,59E+11;88,01924488;79,50364041;8363404;3;4;6;100;8;99,01979624;57,399;35;0
2011;Austria;50;18;33;19;0;16;8;2;14;11;39;84;84;130;105;271;39;361;158;326;3,58E+11;5,4;23382000000;48,31323632;26,77514212;21,53809419;;53,94867085;2,794553074;73,27630732;40,07806943;5,331213212;22983942932;8,847944265;38145284753;4,03E+11;48065,31654;19,89656809;3,11E+11;37081,45115;24,14047447;22,47171545;97,4167818;51,15411778;1,833410245;10;1,77E+11;84,95187936;1,91E+11;87,34254049;85,55500434;8391643;3;4;6;100,2600261;8;105,1027886;57,115;26;0
2012;Austria;41;17;56;16;0;13;5;1;42;6;52;102;73;136;93;322;38;344;107;298;3,37E+11;5,21;21361000000;48,4584345;27,13002419;21,32841031;;53,9736762;2,795174965;73,32050559;39,75429026;1,274621024;5218620113;4,504924543;18444297859;4,06E+11;48172,23812;19,86069237;3,19E+11;37838,09496;23,97710689;22,64929279;97,29761248;51,17850123;2,054235685;10;1,67E+11;84,27878291;1,79E+11;86,36886231;84,29475548;8429991;3;4;6;98,39672131;8;105,1521774;57,147;33;0
2013;Austria;65;23;47;21;0;15;5;2;23;6;57;102;105;141;103;281;50;417;160;311;3,53E+11;5,282479364;22767486061;48,64841934;27,45979266;21,18862669;;53,4412933;2,816172507;73,57880672;38,96594617;0,104891998;451107665;2,564939014;11031000205;4,06E+11;47901,36613;19,91594275;3,25E+11;38300,78765;23,72339;23,04019756;97,30219672;50,62512079;1,62388807;10;1,75E+11;84,5497987;1,83E+11;85,89068417;83,34319358;8479823;3;4;6;100,5029627;8;104,0664141;57,336;38;0
2014;Austria;71;16;41;18;0;17;15;1;40;9;58;77;123;146;112;324;57;456;133;395;3,63E+11;5,165867381;22884792496;48,88429406;27,78123387;21,10306019;;53,38657905;3,269622841;73,19929663;40,84518388;0,387373362;1712175274;-0,198048399;-875366262;4,09E+11;47842,74891;19,80284204;3,34E+11;39032,44845;23,53154279;22,66055247;96,73083942;50,1169562;2,175707237;10;1,78E+11;84,99461595;1,82E+11;86,06548251;81,51632427;8546356;3;4;6;101,8280738;8;103,5035353;57,526;46;0
2015;Austria;124;17;60;7;0;12;11;0;51;6;53;111;141;164;134;359;48;530;149;392;3,09E+11;5,208215847;19687055902;49,16569239;28,10353285;21,06215954;;53,08906056;3,750805728;72,44452256;41,59513105;-2,088896441;-7975773544;-0,560344879;-2139495178;4,13E+11;47789,38502;19,76169058;3,41E+11;39441,32498;23,80552569;22,69670746;96,25004825;49,33825483;2,300978667;10;1,53E+11;86,08735285;1,56E+11;86,40553719;80,86951141;8642699;3;4;6;98,30119211;8;102,4273154;57,715;35;0
2016;Austria;61;33;50;12;4;7;8;1;24;7;68;139;155;171;147;406;54;585;189;409;3,23E+11;5,208215847;20520370437;49,43171196;28,25625856;21,1754534;;52,45109491;3,833504371;71,97470997;40,78057906;-7,322194606;-28939340169;-6,810201615;-26915802129;4,22E+11;48259,9376;19,66849343;3,57E+11;40893,48479;24,18846352;23,09954576;96,16317349;48,61759054;1,667629328;10;1,52E+11;86,48147579;1,58E+11;87,0707671;78,38190806;8736668;3;4;6;99,76555716;8;101,0686854;57,905;58;0
2017;Austria;51;10;23;16;0;12;3;0;17;0;71;108;124;188;160;406;62;590;151;401;3,41E+11;5,208215847;21666177923;49,6725857;28,37279261;21,29979309;;54,03767102;3,302165726;71,70863713;42,66262172;3,24001827;13520042222;2,42240308;10108273842;4,32E+11;49112,73289;19,49365233;3,67E+11;41716,73165;24,7655165;23,52867547;96,47415362;50,7355053;1,132802209;10;1,68E+11;86,21876136;1,76E+11;86,13865027;82,38559485;8797566;3;4;6;100,841486;8;104,7731763;58,094;45;0
1980;Belgium;6;0;0;0;0;1;0;0;0;0;8;3;10;15;10;61;14;31;26;56;1,08E+11;5,3;6784000000;52,8743123;22,08277959;30,79153272;;50,11728016;-2,820887257;77,57058703;24,74408995;1,217999175;1544780000;1,217999175;1544780000;2,67E+11;27069,42631;22,87076006;91988419200;9330,171549;26,55511126;24,81975764;104,1256983;52,93816742;4,126596595;12;;;;;;9859242;3;6;6;113,0070611;6;103,0554476;95,381;0;0
1981;Belgium;1;1;0;0;0;0;0;0;1;4;11;2;9;12;12;87;12;38;37;57;87907653007;5,5;5775000000;51,81229628;21,82188331;29,99041297;;54,06352207;-2,094308346;80,36616569;26,18372462;1,323832482;1386450000;1,323832482;1386450000;2,66E+11;26994,53771;24,10309842;96523191700;9790,381167;22,57300141;21,55826825;102,9391671;56,15783041;5,139197015;12;;;;;;9858982;3;6;6;105,0133073;6;110,2213525;95,535;0;0
1982;Belgium;8;0;2;1;0;0;0;0;1;0;7;1;14;10;12;59;17;41;30;67;77209233685;5,4;4980151344;50,64460643;21,37557713;29,2690293;;58,10331143;-1,718725734;80,83541031;27,52432197;1,598528897;1472180000;1,598528897;1472180000;2,68E+11;27162,53261;23,76188238;1,04E+11;10547,12629;21,59879209;20,29563998;102,4342024;59,82203717;7,57041683;12;;;;;;9856303;3;6;6;95,78610359;6;117,9253486;95,637;0;0
1983;Belgium;4;0;0;1;0;1;1;0;0;1;7;5;14;17;16;74;10;35;39;60;73076098328;5,2;4537606215;49,51347348;20,87698717;28,63648631;;60,39562649;0,395690018;81,0201701;28,4715919;1,479281141;1289700000;1,479281141;1289700000;2,69E+11;27249,40174;23,41867576;1,1E+11;11169,01151;18,75908908;18,72058095;99,77925918;59,99993647;5,612849317;12;;;;;;9855520;3;6;6;94,70744144;6;120,395563;95,737;0;0
1984;Belgium;4;0;2;0;0;0;0;0;2;0;13;1;8;17;15;66;20;55;38;83;70465995992;4,9;4096542331;48,59007588;20,50631495;28,08376093;;64,41235206;0,5939685;79,84624275;29,52611002;0,467153205;389370000;0,467153205;389370000;2,75E+11;27921,89555;23,34821614;1,19E+11;12093,04061;19,8182694;18,36695075;99,66451215;63,81838356;5,438717559;12;;;;;;9855372;3;6;6;94,11600304;6;128,2307356;95,835;0;0
1985;Belgium;3;0;2;1;0;0;0;0;0;2;15;4;13;16;19;86;18;62;33;73;73290539217;5,1;4426095289;47,96792117;20,35982789;27,60809328;;62,45432725;1,031669055;80,10696603;30,57927846;1,218860732;1051490000;1,218860732;1051490000;2,8E+11;28374,65437;22,83368849;1,27E+11;12895,83179;18,977262;18,82190052;99,08422803;61,42265819;4,62774295;12;;;;;;9858308;3;6;6;95,28212843;6;123,8769854;95,93;1;0
1986;Belgium;1;3;0;0;0;1;1;0;10;10;14;4;14;17;12;65;18;44;38;80;1,03E+11;4,9;5929000000;47,91382568;20,57447449;27,33935118;;57,28304965;2,239074907;79,10210033;32,50386613;0,608121459;729860000;0,608121459;729860000;2,85E+11;28881,55905;22,6875091;1,33E+11;13504,69593;18,56559211;18,66555374;97,66769244;55,04397474;2,796780322;12;;;;;;9861823;3;6;6;99,23075823;6;112,3270244;96,023;5;0
1987;Belgium;18;0;6;3;0;1;2;0;14;8;13;1;20;19;20;101;6;52;52;89;1,28E+11;4,6;6946000000;48,06749497;20,96923554;27,09825943;;55,86776301;1,81642571;78,60811228;33,86737199;1,57631072;2354920000;1,57631072;2354920000;2,91E+11;29522,57888;22,5216398;1,39E+11;14080,24313;19,6346879;19,10863032;98,24280019;54,0513373;1,684110838;12;;;;;;9870234;3;6;6;102,3577956;6;109,9191003;96,115;2;0
1988;Belgium;9;4;4;4;0;0;0;2;0;3;22;12;13;16;32;104;18;52;46;105;1,4E+11;4,3;7052000000;48,36896487;21,46749408;26,90147079;;59,40808342;2,393219896;75,94461902;35,39645467;3,211644356;5212470000;3,211644356;5212470000;3,05E+11;30818,85482;21,14320383;1,49E+11;15014,69544;21,86097465;21,07564195;97,80559367;57,01486352;2,168990079;12;;;;;;9901664;3;6;6;100,1211842;6;116,4229469;96,204;7;0
1989;Belgium;12;1;7;2;0;0;1;0;2;3;10;3;18;35;32;96;25;73;48;150;1,41E+11;4,3;7095000000;48,72302779;21,94994416;26,77308364;;63,56674884;2,196565248;74,66725158;37,19013573;4,27489028;7020270000;4,27489028;7020270000;3,16E+11;31772,38986;20,4558336;1,61E+11;16172,98079;23,52586549;22,83655627;98,19311707;61,37018359;4,797457875;12;;;;;;9937697;3;6;6;98,93130582;6;124,9369324;96,292;6;0
1990;Belgium;14;1;8;1;0;1;2;0;1;11;18;16;31;30;45;157;19;65;89;124;1,77E+11;4,3;8901000000;49,07035354;22,34788769;26,72246584;;61,61369079;1,759530721;74,41249451;39,1007025;3,918892275;8046730000;3,918892275;8046730000;3,26E+11;32671,63368;20,21728521;1,71E+11;17119,26901;24,34637341;23,98038144;98,75886792;59,85416007;2,81240319;12;;;;;;9967379;3;6;6;103,1687383;6;121,4678509;96,377;9;0
1991;Belgium;10;3;9;3;0;2;1;0;3;6;20;10;25;27;59;136;20;54;63;147;1,82E+11;4,3;9159000000;49,47158594;22,79571496;26,67587098;;60,22965503;1,869172105;75,65185866;40,79977529;4,447539573;9362560000;4,447539573;9362560000;3,32E+11;33147,1274;20,86292596;1,79E+11;17935,84774;22,84027598;22,39168578;98,49213464;58,36048292;2,876624542;12;;;;;;10004486;3;6;6;101,6436945;6;118,590138;96,461;16;0
1992;Belgium;9;3;10;3;0;1;0;0;7;5;22;20;47;45;76;192;14;82;83;132;2,02E+11;5,2011941;12326830017;49,89072847;23,16563941;26,72508906;;58,80893059;2,54857338;75,10395942;42,31295162;4,806934401;11285800000;4,806934401;11285800000;3,37E+11;33518,23129;20,96093115;1,88E+11;18753,12894;22,59252514;22,09815128;97,69648455;56,26035721;3,424524562;12;;;;;;10045158;3;6;6;102,5381663;6;115,0692878;96,542;21;0
1993;Belgium;18;1;15;4;0;1;9;9;10;111;12;19;46;42;45;179;9;99;68;133;1,95E+11;5,3;12190000000;50,3230362;23,48032417;26,84271203;;56,10774129;3,20274532;74,95552584;43,44141337;4,783692642;10750000000;4,783692642;10750000000;3,33E+11;33066,4057;21,29464287;1,96E+11;19428,41078;21,9318895;21,31809123;96,88741534;52,90499597;3,993231805;12;;;;;;10084475;3;6;6;102,4591784;6;109,0127373;96,622;11;0
1994;Belgium;19;3;12;1;0;0;4;0;2;15;22;41;42;58;49;216;23;123;80;165;2,15E+11;5,3;13356000000;50,73648601;23,77490506;26,96158095;;58,42495903;3,617618404;74,4172304;44,73714294;3,47657482;8513580000;3,47657482;8513580000;3,44E+11;34028,41283;21,10193388;2,08E+11;20570,43464;22,01276834;20,79848249;96,42999874;54,80734063;2,094305087;12;;;;;;10115603;3;6;6;104,1506017;6;113,2322997;96,7;30;0
1995;Belgium;17;6;4;2;0;0;0;0;2;2;36;49;33;53;82;224;21;112;95;190;2,51E+11;2,9;8584000000;51,09891969;24,0685078;27,03041189;;60,11437172;3,850175615;74,35905232;45,96451805;3,711024447;10688700000;3,711024447;10688700000;3,52E+11;34767,01661;21,29896512;2,15E+11;21220,80603;21,79077206;21,23174074;96,14982439;56,2641961;1,220769452;12;;;;;;10136811;3;6;6;107,9687622;6;116,3785678;96,777;36;0
1996;Belgium;15;1;0;2;0;0;1;2;0;21;49;45;21;68;48;269;31;145;133;200;2,43E+11;3;8640000000;51,55805066;24,46862881;27,08942185;;61,19239096;3,172006154;75,19724706;45,29349964;5,03718761;14063900000;5,03718761;14063900000;3,57E+11;35157,69237;21,71838622;2,19E+11;21588,93736;21,63074679;21,18466301;96,82799385;58,0203848;0,476592413;12;;;;;;10156637;3;6;6;105,2044184;6;119,2127758;96,851;39;0
1997;Belgium;12;1;6;6;0;5;2;0;1;12;43;60;53;78;90;253;20;143;125;259;2,2E+11;3,0374941;7927859601;51,8962404;24,83874187;27,05749853;;64,78658108;3,884222105;73,81543631;46,63862879;4,74788988;11998300000;4,74788988;11998300000;3,71E+11;36403,25077;21,15139792;2,3E+11;22546,82016;22,30034159;21,8542937;96,1157779;60,90235898;0,757636805;12;;;;;;10181245;3;6;6;98,91319729;6;125,6889401;96,924;31;0
1998;Belgium;16;1;13;2;0;5;0;0;2;6;44;63;52;87;105;300;32;183;119;284;2,24E+11;3,0374941;8110109247;52,13715027;25,17561442;26,96153586;;64,17434502;3,639567405;74,01177352;47,43929038;8,776794077;22690500000;8,776794077;22690500000;3,78E+11;37038,25317;21,09491806;2,38E+11;23353,25034;22,34865908;21,7804885;96,3604326;60,53477761;1,805611072;12;;;;;;10203008;3;6;6;98,72679594;6;124,7091226;96,996;41;0
1999;Belgium;9;0;6;6;0;5;0;0;5;5;61;74;48;82;109;319;21;199;119;288;2,23E+11;3,892958599;10355269874;52,33252413;25,47157318;26,86095095;;64,56305952;3,956128491;73,35485969;48,84019362;46,36411245;1,2E+11;46,36411245;1,2E+11;3,91E+11;38262,62573;21,28203985;2,48E+11;24246,2293;22,68901182;22,16653543;96,04387151;60,60693102;0,598906708;12;;;;;;10226419;3;6;6;97,00320563;6;125,1699905;97,065;44;0
