Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer_Science_Artificial_Intelligence;Computer_Science_Information_Systems;Computer_Science_Interdisciplinary_Applications;Computer_Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted_net_national_income_(current_US$);Adjusted_savings_education_expenditure_(%_of_GNI);Age_dependency_ratio_(%_of_working_age_population);Exports_of_goods_and_services_(%_of_GDP);External_balance_on_goods_and_services_(%_of_GDP);Final_consumption_expenditure_(%_of_GDP);Fixed_telephone_subscriptions_(per_100_people);Foreign_direct_investment_net_inflows_(%_of_GDP);Foreign_direct_investment_net_outflows_(%_of_GDP);GDP_(constant_2010_US$);GDP_per_capita_(constant_2010_US$);General_government_final_consumption_expenditure_(%_of_GDP);GNI_(current_LCU);GNI_per_capita_(current_LCU);Gross_capital_formation_(%_of_GDP);Gross_fixed_capital_formation_(%_of_GDP);Gross_national_expenditure_(%_of_GDP);Imports_of_goods_and_services_(%_of_GDP);Inflation_GDP_deflator_(annual_%);Lower_secondary_school_starting_age_(years);Merchandise_exports_to_high_income_economies_(%_of_total_merchandise_exports);Merchandise_imports_from_high_income_economies_(%_of_total_merchandise_imports);Merchandise_trade_(%_of_GDP);Population_total;Preprimary_education_duration_(years);Primary_education_duration_(years);Primary_school_starting_age_(years);Real_effective_exchange_rate_index_(2010_100);Secondary_education_duration_(years);Trade_(%_of_GDP);Urban_population_(%_of_total_population);AI_publications;AI_patents
2001;Sweden;242;9;320;79;0;37;40;8;218;44;70;67;48;74;83;392;68;411;180;573;2,02E+11;6,69;54,78;42,85;5,08;71,68;66,92;7,56;6,14;4,02E+11;45228,91;24,88;2,49E+12;280062,07;23,24;22,96;94,92;37,77;2,47;13;87;87,42;57,61;8895960;4;6;7;101,91;6;80,63;84,07;38;0
2002;Sweden;197;16;219;42;0;28;28;7;202;66;78;112;98;81;160;420;56;424;164;583;2,22E+11;6,53;54,26;41,18;5,17;72,46;65,57;6,93;6,28;4,11E+11;46071,99;25,6;2,59E+12;290313,97;22,37;22,28;94,83;36;1,55;13;87,82;87,94;55,95;8924958;4;6;7;104,64;6;77,18;84,13;33;0
2003;Sweden;191;28;138;35;1;20;18;8;173;48;66;157;80;164;246;343;48;427;147;589;2,85E+11;6,37;53,9;40,37;5,16;72,62;64,57;1,81;6,72;4,20E+11;46931,17;25,87;2,73E+12;305013,64;22,22;21,92;94,84;35,21;1,71;13;87,02;87,82;55,87;8958229;4;6;7;111,6;6;75,58;84,2;28;0
2004;Sweden;185;17;151;37;5;21;25;11;136;31;66;120;99;104;248;352;77;503;157;578;3,25E+11;6,69;53,55;42,74;6,56;71,33;63,27;4,41;7,37;4,39E+11;48769,29;25,18;2,83E+12;314432,34;22,12;22,15;93,44;36,19;0,31;13;85,96;87,59;58,46;8993531;4;6;7;112,18;6;78,93;84,26;32;0
2005;Sweden;40;9;29;7;0;12;7;2;32;7;67;164;85;109;294;409;65;573;138;609;3,34E+11;6,47;53,17;45,05;5,96;71,49;62,34;5,33;9,82;4,51E+11;49981,3;25,05;2,95E+12;326989,14;22,55;22,68;94,04;39,09;0,67;13;86,62;88,68;62,26;9029572;4;6;7;107,18;6;84,14;84,32;27;0
2006;Sweden;47;4;39;5;0;17;6;3;14;5;69;150;95;133;217;427;86;594;185;557;3,67E+11;5,96;53,23;47,54;6,4;70,05;60,98;5,25;5,14;4,72E+11;51988,43;24,8;3,18E+12;350367,52;23,55;23,52;93,6;41,14;1,77;13;86,9;87,69;65,52;9080505;4;6;7;106,39;6;88,67;84,43;30;0
2007;Sweden;41;1;26;1;0;7;6;0;14;7;73;67;61;91;67;457;72;655;171;603;4,27E+11;5,7;53,06;47,55;5,69;69,12;60,02;9,46;11,45;4,88E+11;53374,82;24,31;3,40E+12;371395,81;25,19;24,47;94,31;41,86;2,85;13;86,2;88,07;66;9148092;4;6;7;107,77;6;89,4;84,59;24;0
2008;Sweden;43;3;26;4;0;7;4;0;13;13;78;69;72;109;66;457;88;583;144;597;4,49E+11;5,85;52,83;49,17;5,27;69,85;57,79;8,04;6,74;4,87E+11;52832,31;24,75;3,51E+12;381231,39;24,88;24,83;94,73;43,9;3,25;13;84,41;86,23;68,26;9219637;4;6;7;105,2;6;93,07;84,75;13;0
2009;Sweden;30;4;36;3;0;17;4;2;11;13;93;60;78;124;73;489;58;606;135;578;3,65E+11;6,37;52,83;43,54;5,1;73,62;55,19;2,06;6,08;4,66E+11;50164,93;26,08;3,41E+12;366573,69;21,29;22,75;94,9;38,44;2,37;13;83,91;86,06;57,61;9298515;4;6;7;94,8;6;81,98;84,9;25;0
2010;Sweden;34;3;30;12;0;22;6;2;13;6;99;68;84;117;58;513;79;671;172;626;4,19E+11;6,11;53,2;44,73;4,88;71,9;50,42;0,13;4,47;4,95E+11;52817,44;25,06;3,67E+12;391034,09;23,22;22,74;95,12;39,85;0,95;13;83,11;85,04;62,08;9378126;4;6;7;100;6;84,58;85,06;16;0
2011;Sweden;53;17;26;11;0;10;7;6;5;15;85;76;107;142;63;572;76;723;165;653;4,81E+11;6,02;53,88;45,39;4,42;71,45;47,35;1,22;4,15;5,10E+11;54020,12;25;3,80E+12;401660,12;24,12;23,18;95,58;40,97;1,09;13;80,54;84,11;63,55;9449213;4;6;7;105,84;6;86,36;85,3;20;0
2012;Sweden;49;9;47;8;0;35;15;0;15;16;109;66;102;148;78;680;86;761;189;618;4,65E+11;7,08;54,89;45,2;4,55;72,62;43,69;0,78;3,18;5,07E+11;53283,64;25,82;3,82E+12;401102,43;22,83;22,96;95,45;40,65;1;13;83,02;83,55;61,13;9519374;4;6;7;105,12;6;85,85;85,62;17;0
2013;Sweden;50;8;38;4;0;17;14;0;9;2;123;104;147;175;89;696;95;878;207;737;4,95E+11;7,15;56,16;42,8;4;73,25;40,84;0,23;4,77;5,13E+11;53408,79;26,3;3,89E+12;405626,38;22,76;22,68;96;38,81;0,93;13;83,54;83,75;56,13;9600379;4;6;7;106,41;6;81,61;85,94;21;0
2014;Sweden;33;10;38;10;0;24;20;1;37;14;160;106;166;217;101;771;109;977;242;675;4,90E+11;7,13;57,42;43,57;3,47;72,8;38,99;-1,49;-0,66;5,27E+11;54334,28;26,16;4,07E+12;419261,54;23,73;23,46;96,53;40,1;1,74;13;84,14;82,9;56,33;9696110;4;6;7;100,75;6;83,67;86,25;25;0
2015;Sweden;44;7;39;34;1;66;10;0;23;19;152;134;222;220;117;809;134;1083;209;786;4,23E+11;7,07;58,49;44,29;4,02;71,54;36,4;2,05;2,94;5,50E+11;56139,49;25,81;4,29E+12;437436,64;24,45;23,76;95,98;40,28;2,2;13;85,12;84,53;55,28;9799186;4;6;7;93,32;6;84,57;86,55;24;0
2016;Sweden;40;19;62;24;2;49;10;1;20;17;155;162;253;239;153;868;143;1171;246;859;4,34E+11;7,07;59,31;43,26;3,66;71,65;31,56;2,66;0,12;5,63E+11;56776,29;26,38;4,45E+12;448059,45;24,69;24,18;96,34;39,6;1,5;13;85,67;85,55;54,35;9923085;4;6;7;93,88;6;82,85;86,85;35;0
2017;Sweden;33;5;32;23;2;26;9;3;9;10;196;139;302;252;208;863;122;1239;201;837;4,54E+11;7,07;59,97;44,43;3,21;71,02;26,47;4,57;6,61;5,77E+11;57367,43;26,07;4,69E+12;466388,93;25,77;25,16;96,79;41,23;2,18;13;84,74;85,12;56,82;10057698;4;6;7;92,98;6;85,66;87,15;22;0
1980;Switzerland;61;21;22;10;0;0;0;2;6;12;6;0;10;13;14;185;8;33;82;129;1,01E+11;4;51,2;47,2;-2,09;70,04;45,18;;;3,47E+11;54891,43;10,04;2,07E+11;32761,8;32,05;28,9;102,09;49,29;2,71;13;79,78;86,41;55,44;6319408;2;6;7;85,7;7;96,49;74,48;0;0
1981;Switzerland;48;6;14;17;0;0;0;5;4;2;7;1;10;26;9;212;10;31;69;129;93785850162;3,8;50,24;49,16;0,78;70;46,46;;;3,52E+11;55466,16;10,21;2,24E+11;35299,28;29,22;29,19;99,22;48,38;5,66;13;78,83;86,56;52,96;6354074;2;6;7;84,99;7;97,54;74,47;0;0
1982;Switzerland;63;5;9;3;0;0;0;0;11;7;3;0;13;12;8;128;28;32;75;166;95062851327;4;49,19;45,12;0,78;70,33;47,62;;;3,48E+11;54420,97;10,47;2,35E+11;36843,91;28,89;27,7;99,22;44,34;7,35;13;79;86,07;48,96;6391309;2;6;7;89,96;7;89,46;74,41;0;0
1983;Switzerland;57;8;10;8;0;2;0;0;2;6;5;1;12;17;16;246;29;45;93;185;94680369648;4,1;48,18;43,77;-0,86;71,51;48,69;;;3,50E+11;54534,43;10,76;2,44E+11;37957,77;29,35;28,35;100,86;44,64;2,37;13;81,48;86,17;49,22;6418773;2;6;7;91,42;7;88,41;74,35;0;0
1984;Switzerland;62;3;9;15;0;0;0;1;9;6;6;3;9;12;13;158;25;56;97;181;90900724563;4;47,31;48,09;3,07;70,1;49,79;;;3,61E+11;55973,7;10,55;2,62E+11;40690,35;26,83;28,11;96,93;45,02;3,76;13;83,24;86,73;52,1;6441865;2;6;7;88,54;7;93,11;74,29;1;0
1985;Switzerland;65;4;6;6;0;1;4;0;5;5;8;0;11;20;21;217;52;55;100;189;91975449083;3,9;46,65;48,56;2,83;69,56;50,92;;;3,74E+11;57774,34;10,67;2,77E+11;42856,85;27,61;28,46;97,17;45,73;2,27;13;83,26;87,39;53,94;6470365;2;6;7;86,88;7;94,29;74,23;0;0
1986;Switzerland;69;5;10;16;0;0;0;0;15;6;8;0;18;33;25;134;26;59;102;195;1,30E+11;4;46,42;44,66;1,02;69,23;52,24;;;3,81E+11;58542,71;10,81;2,88E+11;44243,07;29,75;29,17;98,98;43,64;3,03;13;83,52;90,27;50,82;6504124;2;6;7;92,69;7;88,29;74,17;0;0
1987;Switzerland;40;4;5;13;0;0;0;0;6;3;6;1;16;24;30;133;34;73;99;184;1,61E+11;4;46,25;41,85;1,54;69,16;53,75;;;3,87E+11;59098,52;10,76;2,97E+11;45405,56;29,3;29,47;98,46;40,31;2,19;13;84,38;90,94;49,71;6545106;2;6;7;96,23;7;82,16;74,11;1;0
1988;Switzerland;38;8;8;18;0;0;1;0;7;8;11;4;18;30;26;126;26;67;101;189;1,74E+11;3,9;46,15;43,07;1,56;68,13;55,46;;;3,99E+11;60588,6;10,96;3,18E+11;48208,09;30,31;31,13;98,44;41,52;2,79;13;84,85;91,12;51,16;6593386;2;6;7;95,04;7;84,59;74,05;1;0
1989;Switzerland;77;11;9;5;0;1;0;0;9;5;10;7;23;51;29;148;28;89;137;220;1,65E+11;3,9;46,14;45,6;1,52;67,42;57,36;;;4,17E+11;62703,53;11,41;3,41E+11;51292,87;31,06;31,63;98,48;44,08;3,46;13;85,5;91,05;54,3;6646912;2;6;7;89,69;7;89,69;73,99;4;0
1990;Switzerland;90;7;10;12;0;0;3;3;4;5;11;5;14;30;47;141;43;104;190;220;2,08E+11;4;46,26;42,11;0,52;66,8;59,26;;;4,32E+11;64343,52;11,57;3,66E+11;54521,4;32,68;31,11;99,48;41,59;4,6;13;86,51;91,17;51,72;6715519;2;6;7;96,04;7;83,7;73,93;4;1
1991;Switzerland;55;11;6;11;1;3;0;0;10;3;4;9;25;41;55;198;26;90;121;225;2,10E+11;4,3;46,48;40,5;1,75;68,71;60,73;;;4,28E+11;62962,39;12,02;3,83E+11;56286,65;29,55;29,81;98,25;38,75;5,41;13;86,95;90,65;49,02;6799978;2;6;7;95,37;7;79,24;73,87;10;0
1992;Switzerland;63;8;10;10;0;1;2;0;6;9;18;20;43;43;63;188;13;130;194;288;2,17E+11;4,73;46,83;41,41;2,99;70,4;61,61;;;4,28E+11;62244,8;12,48;3,90E+11;56667,86;26,61;26,76;97,01;38,42;2,12;13;86,93;90,8;48,34;6875364;2;6;7;93,62;7;79,83;73,82;21;1
1993;Switzerland;44;6;6;9;2;1;0;2;7;9;18;19;43;49;44;180;21;130;164;273;2,13E+11;4,7;47,22;41,43;4,38;70,2;62,1;;;4,27E+11;61602,79;12,29;4,00E+11;57647,12;25,42;25,07;95,62;37,05;2,32;13;86,86;90,79;46,91;6938265;2;6;7;95,67;7;78,48;73,76;13;2
1994;Switzerland;24;5;6;4;0;3;0;1;4;5;13;24;59;71;61;242;21;147;282;310;2,35E+11;4,7;47,56;40,7;4,45;69,39;61,36;;;4,33E+11;61889,67;12,26;4,06E+11;58119,57;26,16;25,31;95,55;36,25;1,18;13;87,13;90,34;47,28;6993795;2;6;7;100,13;7;76,95;73,71;17;0
1995;Switzerland;24;1;8;9;0;2;0;0;0;1;20;44;45;70;69;293;29;168;238;363;2,81E+11;4,7;47,77;40,68;4,27;69,79;64,04;;;4,35E+11;61773,13;12,16;4,15E+11;58933,65;25,94;25,24;95,73;36,41;0,74;13;86,86;90,53;47,22;7040687;2;6;7;106,71;7;77,1;73,65;40;1
1996;Switzerland;18;4;2;0;1;2;0;0;6;2;26;37;38;56;58;289;30;167;258;414;2,73E+11;4,7;48,19;41,74;3,81;70,74;64,95;;;4,37E+11;61832,97;12,25;4,19E+11;59236,15;25,45;24,27;96,19;37,93;0,16;13;86,44;90,21;47,86;7071850;2;6;7;103,53;7;79,67;73,6;29;0
1997;Switzerland;11;0;12;15;0;0;0;0;1;3;22;84;58;72;115;287;21;218;252;422;2,44E+11;4,92;48,46;47,24;5,11;70,73;66,32;;;4,48E+11;63127,72;11,94;4,34E+11;61254,57;24,16;24,09;94,89;42,13;-0,41;13;86,54;89,38;53,09;7088906;2;6;7;95,35;7;89,37;73,55;36;0
1998;Switzerland;13;3;0;4;0;0;0;1;0;6;24;78;64;97;128;339;34;234;244;483;2,52E+11;4,15;48,59;46,7;4,54;70,23;68,87;;;4,61E+11;64822,27;11,71;4,48E+11;63069,24;25,24;24,88;95,46;42,16;-0,12;13;87,67;89,61;53,87;7110001;2;6;7;96,57;7;88,87;73,49;34;0
1999;Switzerland;12;1;0;3;0;1;0;1;0;1;33;73;57;70;133;387;25;244;235;511;2,49E+11;4,17;48,63;47,41;4,75;70,54;71,2;;;4,69E+11;65607,2;11,74;4,60E+11;64373,9;24,71;25,08;95,25;42,66;0,12;13;90,82;92,71;55,24;7143991;2;6;7;94,73;7;90,08;73,44;31;0
2000;Switzerland;5;0;9;4;0;6;4;0;4;6;44;80;105;100;188;426;34;256;281;479;2,35E+11;4,08;48,61;52,12;6,13;69,16;73,29;;;4,87E+11;67807,99;11,58;4,90E+11;68204,45;24,71;25,3;93,87;45,99;1,5;13;90,14;90,47;59,92;7184250;2;6;7;92,3;7;98,11;73,38;23;0
2001;Switzerland;9;5;6;5;1;5;2;0;4;1;29;100;64;89;124;339;32;311;244;491;2,32E+11;4,09;48,4;50,89;5,61;69,44;74,99;;;4,94E+11;68264,48;11,68;4,89E+11;67622,65;24,95;24,63;94,39;45,27;1,02;13;89,73;90,16;59,67;7229854;2;6;7;94,68;7;96,16;73,38;38;0
2002;Switzerland;14;3;5;3;0;2;1;3;8;4;28;132;67;82;161;400;34;262;263;509;2,46E+11;4,71;48,12;48,94;6,72;69,91;74,62;;;4,94E+11;67860,2;12,06;4,82E+11;66206,13;23,37;24,55;93,28;42,22;-0,25;13;89,37;92,09;59,35;7284753;2;6;7;98,08;7;91,15;73,4;33;0
2003;Switzerland;21;5;11;1;5;5;1;1;4;0;40;204;138;127;348;379;43;310;305;522;3,00E+11;4,78;47,81;48,11;6,69;70,25;73,24;;;4,95E+11;67385,25;12,25;5,06E+11;69014,43;23,06;23,88;93,31;41,42;1,13;13;88,97;92,29;58,11;7339001;2;6;7;98,37;7;89,53;73,43;33;0
2004;Switzerland;11;5;3;0;0;7;0;0;4;2;34;185;135;103;348;443;28;348;326;559;3,35E+11;4,71;47,49;51,47;8,95;69,54;71,73;;;5,08E+11;68781,61;12,01;5,21E+11;70447,44;21,51;24,44;91,05;42,52;0,34;13;87,85;92,01;60,54;7389625;2;6;7;97,36;7;93,99;73,45;28;0
2005;Switzerland;6;4;5;2;0;3;0;0;2;2;48;224;180;127;444;435;49;440;304;575;3,56E+11;4,41;47,22;53,79;7,25;68,73;69,72;;;5,24E+11;70471,41;11,82;5,52E+11;74168,73;24,02;24,39;92,75;46,54;0,69;13;87,85;91,57;63,01;7437115;2;6;7;95,48;7;100,33;73,48;51;0
2006;Switzerland;8;1;4;4;0;2;3;0;5;3;54;217;199;182;367;586;49;469;353;601;3,74E+11;4,27;47;56,49;8,46;66,34;67,33;;;5,45E+11;72823,87;11,31;5,81E+11;77579,3;25,2;24,29;91,54;48,03;2,1;13;87,03;90,48;67,13;7483934;2;6;7;92,9;7;104,52;73,5;38;0
2007;Switzerland;7;1;3;3;0;1;0;0;5;0;58;101;115;143;82;479;45;559;346;642;3,85E+11;4,35;46,84;61,3;11,3;64,44;65,37;;;5,67E+11;75143,66;10,91;5,80E+11;76755,58;24,26;24,38;88,7;50,01;2,41;13;86,18;90,65;69,44;7551117;2;6;7;89,04;7;111,31;73,53;51;0
2008;Switzerland;24;4;14;10;0;7;1;0;2;1;63;96;117;130;97;570;52;554;310;693;4,03E+11;4,82;46,76;62,66;10,54;64,13;63,33;;;5,80E+11;75793,62;11,04;5,61E+11;73383,01;25,33;24,06;89,46;52,12;2,03;13;85,56;90,4;69,33;7647675;2;6;7;92,53;7;114,78;73,56;43;0
2009;Switzerland;19;3;18;3;0;7;0;0;2;2;67;104;101;152;100;530;56;565;327;721;4,36E+11;4,58;46,79;57,23;7,53;66,25;66,53;;;5,67E+11;73189,17;11,78;6,00E+11;77535,8;26,22;22,67;92,47;49,7;0,36;13;85,66;89,41;60,54;7743831;2;6;7;96,09;7;106,93;73,58;59;0
2010;Switzerland;28;5;25;4;1;7;2;0;5;1;82;111;137;172;105;547;62;671;371;762;4,97E+11;4,3;46,95;63,97;10,68;65,46;62,85;;;5,84E+11;74605,77;11,6;6,45E+11;82376,25;23,86;22,83;89,32;53,29;0,32;13;84,66;88,72;63,7;7824909;2;6;7;100;7;117,25;73,61;60;0
2011;Switzerland;14;5;16;5;0;16;2;0;2;2;65;119;137;193;83;592;46;707;380;801;5,63E+11;4,54;47,18;65,47;8,43;64,83;61,95;;;5,94E+11;75029,77;11,68;6,28E+11;79422,43;26,74;23,41;91,57;57,03;0,34;13;83,91;88,74;63,33;7912398;2;6;7;109,47;7;122,5;73,63;57;0
2012;Switzerland;23;10;16;12;1;22;3;0;2;4;78;136;140;188;109;625;58;761;344;784;5,45E+11;4,57;47,49;67,03;10,38;65,23;58,97;;;6,00E+11;74984,19;11,86;6,40E+11;80085,03;24,39;23,83;89,62;56,65;-0,17;13;76,8;81,36;91,08;7996861;2;6;7;105,34;7;123,68;73,65;53;0
2013;Switzerland;22;5;19;7;0;28;2;3;2;0;89;162;194;224;144;681;69;795;462;950;5,59E+11;4,49;47,89;71,92;12,05;65,4;56,65;;;6,11E+11;75499,76;11,93;6,52E+11;80555,49;22,55;23,6;87,95;59,87;0,03;13;74,85;83,43;98,67;8089346;2;6;7;103,6;7;131,8;73,67;61;0
2014;Switzerland;25;4;18;14;0;12;1;0;6;2;115;207;267;233;169;759;67;958;457;1013;5,63E+11;4,53;48,34;64,27;11,69;65,08;53,31;;;6,26E+11;76410,88;11,97;6,53E+11;79685,26;23,24;23,88;88,31;52,59;-0,63;13;77,08;80,55;82,76;8188649;2;6;7;104,25;7;116,86;73,7;63;0
2015;Switzerland;20;2;22;6;3;18;1;2;8;5;98;157;262;278;145;660;82;1065;430;981;5,56E+11;4,48;48,79;62,22;11,7;65,23;49,9;;;6,34E+11;76553,32;11,93;6,70E+11;80866,41;23,07;23,78;88,3;50,51;-0,63;13;76,62;79,52;79,86;8282396;2;6;7;110,49;7;112,73;73,72;83;0
2016;Switzerland;18;6;38;12;0;19;3;1;7;2;112;193;220;259;173;758;84;1095;531;1016;5,36E+11;4,48;49,39;65,74;11,52;65,38;45,02;;;6,45E+11;77026,3;12;6,65E+11;79432,53;23,1;23,92;88,48;54,23;-0,6;13;78,51;78,8;85,34;8373338;2;6;7;108,13;7;119,97;73,74;73;0
2017;Switzerland;14;4;14;4;0;13;1;0;3;1;111;186;226;283;181;737;89;1143;421;1045;5,44E+11;4,48;49,93;65,03;10,56;65,74;42,09;;;6,57E+11;77684,07;12,03;6,77E+11;80102,29;23,7;24,42;89,44;54,48;-0,57;13;74,89;80,29;83,73;8451840;2;6;7;106;7;119,51;73,76;104;0
1980;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4,2;49,98;;;;7,6;;;;;;;;;;;;;10;;;;49965874;4;3;7;;7;;61,69;0;0
1981;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4,1;49,82;;;;7,97;;;;;;;;;;;;;10;;;;50221000;4;3;7;;7;;62,3;0;0
1982;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4,1;49,66;;;;8,54;;;;;;;;;;;;;10;;;;50384000;4;3;7;;7;;62,9;0;0
1983;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;3,8;49,54;;;;9,12;;;;;;;;;;;;;10;;;;50564000;4;3;7;;7;;63,5;0;0
1984;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,8;49,43;;;;9,65;;;;;;;;;;;;;10;;;;50754000;4;3;7;;7;;64,1;0;0
1985;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;49,32;;;;10,21;;;;;;;;;;;;;10;;;;50917000;4;3;7;;7;;64,68;0;0
1986;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;49,47;;;;10,77;;;;;;;;;;;;;10;;;;51097000;4;3;7;;7;;65,26;0;0
1987;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;49,52;;;;11,32;;;;;;;;;;;;;10;;;;51293000;4;3;7;;7;;65,83;0;0
1988;Ukraine;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;49,53;;;;12,14;;;;;;;;;;;;;10;;;;51521000;4;3;7;;7;;66,4;0;0
1989;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;9;0;;3,5;49,59;;;;13;;;;;;;;;;;;;10;;;;51773000;4;3;7;;7;;66,72;0;0
1990;Ukraine;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;3,4;49,75;;;;13,66;;;;;;;;;;;;;10;;;;51892000;4;3;7;;7;;66,76;0;0
1991;Ukraine;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;4;0;;4,3;50,07;;;;14,27;;;;;;;;;;;;;10;;;;52000470;4;3;7;;7;;66,8;0;0
1992;Ukraine;0;0;0;0;0;0;0;0;0;0;20;3;4;1;0;15;24;1;62;14;;4,6;50,46;;;;14,74;;;;;;;;;;;;;10;;;;52150266;4;3;7;;7;;66,84;0;0
1993;Ukraine;0;0;0;0;0;0;0;0;0;0;16;9;14;2;9;104;36;19;96;34;;4,3;50,74;;;;15,24;;;;;;;;;;;;;10;;;;52179210;4;3;7;;7;;66,87;4;0
1994;Ukraine;0;0;0;0;0;0;0;0;0;0;5;7;1;4;12;122;31;21;93;50;;4,9;50,68;;;;15,77;;;;;;;;;;;;;10;;;;51921041;4;3;7;;7;;66,91;3;0
1995;Ukraine;0;0;0;0;0;0;0;0;0;0;7;15;1;5;13;129;32;15;76;64;;5,4;50,15;;;;16,33;;;;;;;;;;;;;10;;;;51512299;4;3;7;;7;;66,95;3;0
1996;Ukraine;0;0;0;0;0;0;0;0;0;0;9;6;3;10;4;154;33;27;99;52;;6,36;49,42;;;;18,27;;;;;;;;;;;;;10;;;;51057189;4;3;7;;7;;66,99;4;0
1997;Ukraine;0;0;0;0;0;0;0;0;0;0;4;7;0;8;7;180;37;23;81;61;;5,5;48,28;;;;18,75;;;;;;;;;;;;;10;;;;50594105;4;3;7;;7;;67,03;4;0
1998;Ukraine;3;0;0;0;0;0;0;0;0;0;6;8;3;14;9;173;30;21;70;111;;4,41;46,93;;;;19,49;;;;;;;;;;;;;10;;;;50143939;4;3;7;;7;;67,07;5;0
1999;Ukraine;6;0;1;0;0;0;0;0;0;0;9;10;0;5;16;184;21;27;71;121;;4,17;45,69;;;;20,44;;;;;;;;;;;;;10;;;;49673350;4;3;7;;7;;67,11;3;0
2000;Ukraine;17;0;0;0;0;0;0;0;0;0;8;3;1;13;5;166;18;26;70;96;;3,94;44,75;;;;21,33;;;;;;;;;;;;;10;;;;49175848;4;3;7;;7;;67,15;4;0
2001;Ukraine;29;3;6;2;0;2;0;0;1;2;8;12;3;18;9;140;27;17;63;63;;4,26;44,42;;;;22,04;;;;;;;;;;;;;10;;;;48683865;4;3;7;;7;;67,18;9;0
2002;Ukraine;94;3;37;7;1;2;1;2;2;8;3;8;2;15;13;133;26;29;70;90;;4,58;44,34;;;;22,58;;;;;;;;;;;;;10;;;;48202500;4;3;7;;7;;67,28;6;0
2003;Ukraine;519;29;73;23;7;6;1;16;13;43;7;14;0;8;15;129;30;41;58;56;;4,9;44,37;;;;23,35;;;;;;;;;;;;;10;;;;47812950;3;4;6;;7;;67,43;6;5
2004;Ukraine;284;33;89;13;0;12;2;4;5;10;3;16;0;11;13;118;15;32;40;86;;5,22;44,27;;;;25,72;;;;;;;;;;;;;10;;;;47451600;3;4;6;;7;;67,6;4;1
2005;Ukraine;623;43;118;19;1;33;4;4;10;15;10;22;1;9;32;154;35;27;94;51;;5,54;43,91;;;;24,88;;;;;;;;;;;;;10;;;;47105150;3;4;6;;7;;67,79;10;5
2006;Ukraine;611;45;126;24;6;33;11;1;20;19;4;14;1;6;12;108;38;25;57;62;;5,86;43,62;;;;26,59;;;;;;;;;;;;;10;;;;46787750;3;4;6;;7;;67,97;7;3
2007;Ukraine;699;46;110;42;4;28;3;9;19;26;10;3;3;11;2;92;24;43;58;66;;5,91;43,23;;;;27,82;;;;;;;;;;;;;10;;;;46509350;3;4;6;;7;;68,15;12;4
2008;Ukraine;789;45;134;35;3;15;6;6;18;17;73;16;3;14;8;122;34;30;48;64;;5,95;42,85;;;;28,53;;;;;;;;;;;;;10;;;;46258200;3;4;6;;7;;68,33;5;4
2009;Ukraine;776;45;122;53;5;29;3;17;24;28;64;8;3;11;2;101;37;38;60;49;;6;42,6;;;;28,32;;;;;;;;;;;;;10;;;;46053300;3;4;6;;7;;68,5;4;4
2010;Ukraine;1009;76;168;54;9;38;14;5;52;34;78;13;4;9;5;110;33;57;85;37;;6,05;42,52;;;;28,26;;;;;;;;;;;;;10;;;;45870700;3;4;6;;7;;68,6;12;7
2011;Ukraine;1028;85;209;50;14;69;9;2;16;8;76;14;0;13;7;115;27;58;63;81;;6,09;42,89;;;;27,82;;;;;;;;;;;;;10;;;;45706100;3;4;6;;7;;68,69;10;20
2012;Ukraine;929;51;193;59;7;70;18;0;49;22;84;9;1;12;6;122;32;41;51;71;;6,6;43,23;;;;26,86;;;;;;;;;;;;;10;;;;45593300;3;4;6;;7;;68,78;16;13
2013;Ukraine;906;35;178;44;18;60;4;1;22;18;81;11;5;18;4;105;40;49;58;40;;6,61;43,62;;;;26,22;;;;;;;;;;;;;10;;;;45489600;3;4;6;;7;;68,88;12;10
2014;Ukraine;1143;45;145;45;42;71;13;1;22;16;12;12;3;24;6;99;39;65;52;72;;5,83;44,13;;;;24,67;;;;;;;;;;;;;10;;;;45271947;3;4;6;;7;;68,97;15;13
